master	dbo	spt_fallback_db	BASE TABLE
master	dbo	spt_fallback_dev	BASE TABLE
master	dbo	spt_fallback_usg	BASE TABLE
master	dbo	__EFMigrationsHistory	BASE TABLE
master	dbo	SampleEntities	BASE TABLE
master	dbo	spt_values	VIEW
master	dbo	spt_monitor	BASE TABLE
master	dbo	MSreplication_options	BASE TABLE
